Accessions	Gene	Description	GeneSymbol	Unique_peptides	MCF7.SiCTRL.EtOH.Rep.1	MCF7.SiCTRL.EtOH.Rep.2	MCF7.SiCTRL.E2.Rep.1	MCF7.SiCTRL.E2.Rep.2	MCF7.SiCTRL.E2.Rep.3	MCF7.SiCTRL.E2.Rep.4	MCF7.SiCTRL.EtOH.Rep.3	MCF7.SiCTRL.EtOH.Rep.4	log2FC	AvgIntensity	t	P.Value	adj.P.Val	B
P13631	RARG_HUMAN	Retinoic acid receptor gamma OS=Homo sapiens OX=9606 GN=RARG PE=1 SV=1	RARG	2	6.39	6.26	7.06	7.64	7.88	6.73	5.55	5.03	1.52	6.658561948	5.07	0.00015	0.0025	0.93
Q9Y618	NCOR2_HUMAN	Nuclear receptor corepressor 2 OS=Homo sapiens OX=9606 GN=NCOR2 PE=1 SV=2	NCOR2	9	10.02	9.73	10.72	10.67	10.26	9.71	9.56	8.98	0.77	9.975120368	5.06	0.00015	0.0026	0.91
Q5HY92	FIGN_HUMAN	Fidgetin OS=Homo sapiens OX=9606 GN=FIGN PE=1 SV=2	FIGN	1	5.52	5.17	6.35	6.18	6.32	5.94	5.19	5.16	0.94	5.650474058	5.01	0.00017	0.0028	0.82
Q9UNE7	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP OS=Homo sapiens OX=9606 GN=STUB1 PE=1 SV=2	STUB1	3	8.56	9.29	7.82	8.3	8.3	8.49	8.87	8.88	-0.67	8.536533742	-4.95	0.00019	0.0031	0.71
P18847	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2	ATF3	1	3.08	1.5	3.86	2.79	5.42	4.76	4.04	3.15	1.26	3.523346632	4.93	2.00E-04	0.0032	0.66
Q14149	MORC3_HUMAN	MORC family CW-type zinc finger protein 3 OS=Homo sapiens OX=9606 GN=MORC3 PE=1 SV=3	MORC3	5	7.66	7.9	8.66	9.77	9.36	8.26	7.64	7.35	1.37	8.314607263	4.91	0.00021	0.0033	0.63
O60885	BRD4_HUMAN	Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2	BRD4	1	4.72	4.98	5.76	5.45	6.54	6.01	5.53	5.14	0.85	5.53972597	4.88	0.00022	0.0034	0.57
Q14686	NCOA6_HUMAN	Nuclear receptor coactivator 6 OS=Homo sapiens OX=9606 GN=NCOA6 PE=1 SV=3	NCOA6	1	8	7.9	8.32	8.48	7.17	6.9	6.35	6.33	0.57	7.487916921	4.86	0.00022	0.0035	0.53
Q04726	TLE3_HUMAN	Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3 PE=1 SV=2	TLE3	4	8.51	8.26	8.97	9.09	9.01	8.65	8.26	7.76	0.73	8.559312197	4.85	0.00023	0.0036	0.5
P17535	JUND_HUMAN	Transcription factor jun-D OS=Homo sapiens OX=9606 GN=JUND PE=1 SV=3	JUND	1	4.61	4.72	6.33	6.09	6.95	6.73	6.33	6.34	1.03	6.025000155	4.81	0.00025	0.0038	0.44
P10644	KAP0_HUMAN	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	PRKAR1A	2	8.22	8.72	7.35	7.67	7.87	7.94	8.28	8.37	-0.69	8.021354997	-4.76	0.00028	0.0042	0.33
Q13547	HDAC1_HUMAN	Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1	HDAC1	2	7.42	7.57	8.02	8.32	7.19	6.94	6.44	6.39	0.66	7.279958534	4.75	0.00028	0.0042	0.33
Q15291	RBBP5_HUMAN	Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2	RBBP5	2	6.73	6.66	7.21	7.55	7.34	6.98	6.38	6.4	0.73	6.937393965	4.75	0.00028	0.0042	0.31
O15294	OGT1_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3	OGT	11	9.26	9.65	10.12	10.56	10.5	9.8	9.38	8.98	0.93	9.78635837	4.71	3.00E-04	0.0045	0.24
Q8IX07	FOG1_HUMAN	Zinc finger protein ZFPM1 OS=Homo sapiens OX=9606 GN=ZFPM1 PE=1 SV=2	ZFPM1	3	7.04	6.91	7.47	7.72	7.42	6.89	6.33	5.84	0.84	6.909653719	4.69	0.00031	0.0046	0.2
Q8IU60	DCP2_HUMAN	m7GpppN-mRNA hydrolase OS=Homo sapiens OX=9606 GN=DCP2 PE=1 SV=2	DCP2	2	7.63	7.59	7.06	6.9	7.13	6.71	7.46	7.79	-0.67	7.268513072	-4.61	0.00037	0.0053	0.05
Q8NFH4	NUP37_HUMAN	Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1	NUP37	1	4.67	4.84	5.21	5.55	5.44	5.13	4.63	4.54	0.66	5.037084219	4.6	0.00037	0.0054	0.03
Q15185	TEBP_HUMAN	Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	PTGES3	1	6.44	7.39	5.6	5.96	6.15	6.01	6.98	6.65	-0.93	6.421040279	-4.59	0.00038	0.0054	0.01
Q9P2K3	RCOR3_HUMAN	REST corepressor 3 OS=Homo sapiens OX=9606 GN=RCOR3 PE=1 SV=2	RCOR3	1	5.06	5.09	5.88	7.15	4.97	4.4	3.89	3.72	1.16	5.123985579	4.58	0.00039	0.0055	-0.02
Q9BTE3	MCMBP_HUMAN	Mini-chromosome maintenance complex-binding protein OS=Homo sapiens OX=9606 GN=MCMBP PE=1 SV=2	MCMBP	1	6.33	6.73	5.94	5.79	5.02	4.62	5.63	5.32	-0.66	5.573508201	-4.56	4.00E-04	0.0056	-0.04
Q08117	AES_HUMAN	Amino-terminal enhancer of split OS=Homo sapiens OX=9606 GN=AES PE=1 SV=4	AES	1	7.45	7	8.64	8.1	7.2	7.06	6.57	6.24	0.94	7.193150842	4.55	0.00042	0.0058	-0.08
Q9Y2X9	ZN281_HUMAN	Zinc finger protein 281 OS=Homo sapiens OX=9606 GN=ZNF281 PE=1 SV=1	ZNF281	3	6.88	6.82	7.55	8.07	7.08	6.54	6.39	6.01	0.79	6.887810987	4.47	0.00048	0.0066	-0.22
Q9HBE1	PATZ1_HUMAN	"POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1"	PATZ1	2	6.97	6.78	7.65	8.02	8.19	7.38	6.99	6.94	0.89	7.361958172	4.47	0.00048	0.0066	-0.22
P23588	IF4B_HUMAN	Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2	EIF4B	6	10.04	10.03	9.06	9.51	9.43	9.39	9.73	9.88	-0.57	9.663501069	-4.44	5.00E-04	0.0069	-0.28
P31948	STIP1_HUMAN	Stress-induced-phosphoprotein 1 OS=Homo sapiens OX=9606 GN=STIP1 PE=1 SV=1	STIP1	9	10.4	11.08	9.47	10.17	9.68	9.67	10.32	10.23	-0.76	10.13067868	-4.43	0.00052	0.0071	-0.31
P05412	JUN_HUMAN	Transcription factor AP-1 OS=Homo sapiens OX=9606 GN=JUN PE=1 SV=2	JUN	1	4.5	4.27	5.81	5.2	5.17	5.21	4.4	4.76	0.86	4.890782451	4.42	0.00053	0.0071	-0.32
P60842	IF4A1_HUMAN	Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1	EIF4A1	14	11.76	11.62	10.96	10.94	11.45	11.4	11.88	11.82	-0.58	11.45608845	-4.36	0.00059	0.0079	-0.43
Q9UDV7	ZN282_HUMAN	Zinc finger protein 282 OS=Homo sapiens OX=9606 GN=ZNF282 PE=1 SV=3	ZNF282	1	4.56	4.53	5.71	5.64	5.99	5.56	5.18	5.28	0.84	5.23843778	4.29	0.00069	0.0091	-0.58
Q8WVV4	POF1B_HUMAN	Protein POF1B OS=Homo sapiens OX=9606 GN=POF1B PE=1 SV=3	POF1B	6	8.8	8.51	9.2	9.17	9.28	9.09	8.62	8.75	0.52	8.897631423	4.24	0.00075	0.0098	-0.67
O15417	TNC18_HUMAN	Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3	TNRC18	5	7.45	7.3	8.03	7.86	7.79	7.31	6.96	6.61	0.66	7.359091879	4.21	8.00E-04	0.01	-0.73
Q96F44	TRI11_HUMAN	E3 ubiquitin-protein ligase TRIM11 OS=Homo sapiens OX=9606 GN=TRIM11 PE=1 SV=2	TRIM11	1	4.66	4.36	5.19	4.99	6.06	5.85	4.96	4.67	0.86	5.07859875	4.21	0.00081	0.01	-0.74
O14980	XPO1_HUMAN	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	XPO1	9	8.98	9.19	9.37	9.58	9.73	9.59	9.17	9.14	0.45	9.365023098	4.18	0.00084	0.011	-0.79
P20073	ANXA7_HUMAN	Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	ANXA7	4	7.7	7.74	8.09	8.23	8.58	8.48	8.14	8.26	0.39	8.134923816	4.17	0.00087	0.011	-0.82
P52948	NUP98_HUMAN	Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4	NUP98	4	8.48	8.37	7.86	7.86	7.86	7.78	8.33	7.9	-0.43	8.042289077	-4.16	0.00088	0.011	-0.82
P06730	IF4E_HUMAN	Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2	EIF4E	2	8.37	8.57	7.89	8.21	8.77	9.04	9.14	9.42	-0.4	8.652263219	-4.13	0.00093	0.012	-0.88
Q49A26	GLYR1_HUMAN	Putative oxidoreductase GLYR1 OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=3	GLYR1	1	8.39	8.6	7.72	7.83	7.4	7.56	8.11	7.75	-0.58	7.807387035	-4.09	0.001	0.013	-0.98
Q13363	CTBP1_HUMAN	C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2	CTBP1	5	9.03	9.03	9.61	9.49	9.38	8.97	8.68	8.41	0.57	9.057032041	4.08	0.001	0.013	-0.99
P16220	CREB1_HUMAN	Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=CREB1 PE=1 SV=2	CREB1	1	4.76	4.33	5.59	5.2	5.9	5.95	4.88	4.89	0.95	5.219600167	4.05	0.0011	0.013	-1.05
Q92614	MY18A_HUMAN	Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3	MYO18A	7	8.52	8.7	7.81	7.78	8.56	8.76	9.09	9.13	-0.63	8.568141267	-4.04	0.0011	0.014	-1.07
P24928	RPB1_HUMAN	DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2	POLR2A	1	5.61	5.38	5.13	4.94	5.22	4.89	5.58	5.32	-0.43	5.263099095	-4.01	0.0012	0.014	-1.14
Q5TGY3	AHDC1_HUMAN	AT-hook DNA-binding motif-containing protein 1 OS=Homo sapiens OX=9606 GN=AHDC1 PE=1 SV=1	AHDC1	3	7.52	7.12	7.78	7.7	7.8	7.29	7.03	6.5	0.6	7.351062997	4	0.0012	0.015	-1.15
P35580	MYH10_HUMAN	Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3	MYH10	35	12.17	12.29	11.35	11.35	11.41	11.37	11.98	11.57	-0.63	11.66434247	-3.97	0.0013	0.016	-1.22
O75362	ZN217_HUMAN	Zinc finger protein 217 OS=Homo sapiens OX=9606 GN=ZNF217 PE=1 SV=1	ZNF217	12	10.85	10.7	11.27	11.7	11.69	10.69	10.72	10.16	0.73	11.01315779	3.96	0.0013	0.016	-1.23
Q53GS9	SNUT2_HUMAN	U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens OX=9606 GN=USP39 PE=1 SV=2	USP39	1	6.19	5.82	5.24	5.38	6.08	5.94	6.68	6.12	-0.54	5.935683548	-3.95	0.0013	0.016	-1.24
Q9BV38	WDR18_HUMAN	WD repeat-containing protein 18 OS=Homo sapiens OX=9606 GN=WDR18 PE=1 SV=2	WDR18	1	5.99	6.04	5.62	5.37	5.34	5.55	5.71	5.91	-0.44	5.668783541	-3.88	0.0015	0.018	-1.38
O75665	OFD1_HUMAN	Oral-facial-digital syndrome 1 protein OS=Homo sapiens OX=9606 GN=OFD1 PE=1 SV=1	OFD1	1	8.28	8.4	6.73	7.29	6.71	6.27	7.52	6.61	-0.95	7.196548238	-3.87	0.0016	0.018	-1.42
O15014	ZN609_HUMAN	Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2	ZNF609	2	6.75	6.49	7.2	7.32	8.19	7.49	7.44	6.76	0.69	7.200283122	3.8	0.0018	0.021	-1.55
Q9UEG4	ZN629_HUMAN	Zinc finger protein 629 OS=Homo sapiens OX=9606 GN=ZNF629 PE=1 SV=2	ZNF629	2	5.01	5.33	5.73	6.32	6.05	6.03	5.7	5.76	0.58	5.72650149	3.77	0.0019	0.022	-1.61
Q14240	IF4A2_HUMAN	Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2	EIF4A2	3	8.08	7.87	7.25	7.55	7.67	7.89	8.14	8.15	-0.47	7.81237121	-3.74	0.0021	0.023	-1.68
O76074	PDE5A_HUMAN	"cGMP-specific 3',5'-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=2"	PDE5A	8	9.72	10.34	8.94	9.56	9.21	9.08	9.51	9.44	-0.56	9.399643227	-3.74	0.0021	0.023	-1.68
Q6UUV7	CRTC3_HUMAN	CREB-regulated transcription coactivator 3 OS=Homo sapiens OX=9606 GN=CRTC3 PE=1 SV=2	CRTC3	1	3.8	3.78	4.8	4.21	4.45	4.43	3.86	3.21	0.81	3.966308333	3.73	0.0021	0.024	-1.7
P27824	CALX_HUMAN	Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2	CANX	7	10.81	10.67	10.08	10.1	9.73	9.35	10.02	9.55	-0.45	10.06190177	-3.7	0.0022	0.025	-1.75
Q15121	PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2	PEA15	1	4.15	4.24	3.74	3.77	4.18	4.38	4.69	4.76	-0.44	4.1833295	-3.67	0.0024	0.026	-1.8
Q9Y3C6	PPIL1_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1	PPIL1	2	7.4	7.6	7.83	7.93	7.58	7.53	7.21	7.28	0.35	7.549022466	3.65	0.0025	0.027	-1.86
Q6ZPD9	D19L3_HUMAN	Probable C-mannosyltransferase DPY19L3 OS=Homo sapiens OX=9606 GN=DPY19L3 PE=2 SV=1	DPY19L3	1	4.03	3.28	2.61	1.74	3.33	3.42	3.94	3.48	-0.91	3.201009511	-3.65	0.0025	0.027	-1.86
Q15056	IF4H_HUMAN	Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5	EIF4H	4	9.9	10.12	9.27	9.65	8.98	9.21	9.26	9.6	-0.44	9.492004575	-3.63	0.0025	0.027	-1.88
Q01664	TFAP4_HUMAN	Transcription factor AP-4 OS=Homo sapiens OX=9606 GN=TFAP4 PE=1 SV=2	TFAP4	2	6.05	5.96	6.56	6.46	7.07	6.55	6.46	5.91	0.56	6.319924515	3.59	0.0028	0.03	-1.96
P05549	AP2A_HUMAN	Transcription factor AP-2-alpha OS=Homo sapiens OX=9606 GN=TFAP2A PE=1 SV=1	TFAP2A	1	5.06	4.5	5.16	4.98	4.87	4.73	3.51	3.33	0.83	4.441186853	3.59	0.0028	0.03	-1.97
Q9H5N1	RABE2_HUMAN	Rab GTPase-binding effector protein 2 OS=Homo sapiens OX=9606 GN=RABEP2 PE=1 SV=2	RABEP2	6	8.76	8.63	8.18	8.03	8.19	7.82	8.34	8.1	-0.4	8.224636925	-3.59	0.0028	0.03	-1.98
Q9NYL9	TMOD3_HUMAN	Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1	TMOD3	2	5.16	5.05	6.02	5.64	5.84	5.62	5.32	5.51	0.53	5.479514299	3.57	0.0029	0.03	-2
Q86YP4	P66A_HUMAN	Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1	GATAD2A	1	5.34	5.76	5.78	6.21	6.45	6.09	5.65	5.69	0.52	5.848673812	3.57	0.0029	0.03	-2.01
Q13951	PEBB_HUMAN	Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2	CBFB	2	6.62	6.08	6.66	6.74	7.67	7.33	6.63	6.63	0.61	6.741525271	3.55	0.003	0.031	-2.06
Q13464	ROCK1_HUMAN	Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1	ROCK1	3	8.66	9.19	7.38	7.81	6.51	6.48	7.37	6.51	-0.89	7.491405019	-3.55	0.0031	0.031	-2.06
Q08379	GOGA2_HUMAN	Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3	GOLGA2	16	10.46	10.27	9.9	9.69	10.42	10.39	10.69	10.52	-0.38	10.2839137	-3.54	0.0031	0.031	-2.07
Q9H910	JUPI2_HUMAN	Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1	JPT2	6	10.93	10.8	9.88	10.07	9.52	9.23	9.89	9.38	-0.58	9.954594367	-3.52	0.0032	0.033	-2.1
O15327	INP4B_HUMAN	"Type II inositol 3,4-bisphosphate 4-phosphatase OS=Homo sapiens OX=9606 GN=INPP4B PE=2 SV=4"	INPP4B	1	6.51	6.59	5.87	5.95	5.81	6.01	6.08	6.16	-0.43	6.085273615	-3.52	0.0032	0.033	-2.12
P78545	ELF3_HUMAN	ETS-related transcription factor Elf-3 OS=Homo sapiens OX=9606 GN=ELF3 PE=1 SV=1	ELF3	1	6.17	6.07	7.44	6.45	6.28	5.77	5.08	5.6	0.75	6.118278433	3.51	0.0033	0.033	-2.13
Q9HB71	CYBP_HUMAN	Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2	CACYBP	2	9.11	9.35	8.15	8.03	7.85	7.44	8.21	7.82	-0.76	8.198971039	-3.5	0.0033	0.033	-2.15
Q14687	GSE1_HUMAN	Genetic suppressor element 1 OS=Homo sapiens OX=9606 GN=GSE1 PE=1 SV=3	GSE1	12	10.9	10.53	11.22	11.22	11.48	10.79	10.84	10.23	0.55	10.87804771	3.47	0.0036	0.036	-2.22
P04040	CATA_HUMAN	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	CAT	2	7.57	7.09	6.74	6.44	6.23	6.19	6.82	6.54	-0.6	6.655166848	-3.46	0.0037	0.036	-2.24
Q96KP4	CNDP2_HUMAN	Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2	CNDP2	12	10.86	11.48	10.06	10.7	10.22	10.02	10.65	10.26	-0.57	10.53147823	-3.45	0.0037	0.037	-2.26
Q9NPI6	DCP1A_HUMAN	mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=2	DCP1A	2	7.68	7.52	7.27	6.81	7.86	7.31	8.19	7.61	-0.44	7.460970762	-3.43	0.0039	0.038	-2.29
O95758	PTBP3_HUMAN	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	PTBP3	4	9.67	9.69	8.77	8.98	8.48	8.21	8.92	8.29	-0.53	8.826062155	-3.43	0.0039	0.038	-2.29
Q9H334	FOXP1_HUMAN	Forkhead box protein P1 OS=Homo sapiens OX=9606 GN=FOXP1 PE=1 SV=1	FOXP1	1	6.85	7.07	7.66	7.75	4.56	4	3.5	3.89	0.67	5.67843027	3.4	0.0041	0.04	-2.35
A6NKD9	CC85C_HUMAN	Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1	CCDC85C	1	6.28	6.16	5.59	5.52	5.87	5.86	5.91	6.3	-0.45	5.937929045	-3.39	0.0042	0.04	-2.37
Q93062	RBPMS_HUMAN	RNA-binding protein with multiple splicing OS=Homo sapiens OX=9606 GN=RBPMS PE=1 SV=1	RBPMS	4	9.24	9.46	8.09	8.67	7.81	7.69	8.32	7.71	-0.62	8.265827938	-3.39	0.0042	0.04	-2.38
Q13207	TBX2_HUMAN	T-box transcription factor TBX2 OS=Homo sapiens OX=9606 GN=TBX2 PE=1 SV=3	TBX2	5	9.18	9.01	9.5	9.58	9.43	8.91	8.8	8.33	0.53	9.065826102	3.38	0.0043	0.041	-2.39
Q99594	TEAD3_HUMAN	Transcriptional enhancer factor TEF-5 OS=Homo sapiens OX=9606 GN=TEAD3 PE=1 SV=2	TEAD3	1	4.54	4.13	4.63	4.72	7.17	6.97	6.08	6.1	0.66	5.556117846	3.37	0.0043	0.041	-2.4
Q9BSF8	BTBDA_HUMAN	BTB/POZ domain-containing protein 10 OS=Homo sapiens OX=9606 GN=BTBD10 PE=1 SV=2	BTBD10	5	10.32	10.41	9.41	9.8	9.82	9.72	10.13	9.93	-0.51	9.986128732	-3.36	0.0044	0.042	-2.43
Q03112	MECOM_HUMAN	MDS1 and EVI1 complex locus protein OS=Homo sapiens OX=9606 GN=MECOM PE=1 SV=3	MECOM	1	2.4	2.72	3.51	4.05	3.93	3.42	3.44	2.89	0.87	3.270585565	3.34	0.0047	0.044	-2.48
O96019	ACL6A_HUMAN	Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1	ACTL6A	2	4.43	4.4	4.68	4.95	4.45	4.63	3.67	4.23	0.49	4.37845895	3.32	0.0048	0.044	-2.5
Q13227	GPS2_HUMAN	G protein pathway suppressor 2 OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=3	GPS2	1	6.24	6.56	6.64	7.4	6.21	5.73	5.47	5.31	0.6	6.251434824	3.32	0.0049	0.045	-2.51
Q7Z478	DHX29_HUMAN	ATP-dependent RNA helicase DHX29 OS=Homo sapiens OX=9606 GN=DHX29 PE=1 SV=2	DHX29	5	9.09	9.12	8.31	8.59	8.52	7.98	8.91	8.27	-0.5	8.593938067	-3.3	0.0051	0.046	-2.55
Q9BXW6	OSBL1_HUMAN	Oxysterol-binding protein-related protein 1 OS=Homo sapiens OX=9606 GN=OSBPL1A PE=1 SV=2	OSBPL1A	1	8.62	9.01	7.95	8.01	6.8	6.26	7.26	6.48	-0.58	7.478626056	-3.29	0.0051	0.046	-2.56
O95793	STAU1_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	STAU1	3	8.11	8.02	7.6	7.57	7.02	7.19	7.44	7.22	-0.35	7.427689173	-3.28	0.0052	0.047	-2.59
Q9UQR1	ZN148_HUMAN	Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2	ZNF148	3	7.66	8.04	8.15	8.71	8.49	7.89	7.82	7.46	0.57	8.091348004	3.27	0.0054	0.048	-2.61
Q16543	CDC37_HUMAN	Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1	CDC37	6	8.73	9.5	7.94	8.52	8.68	8.46	9.2	8.8	-0.65	8.720329928	-3.27	0.0054	0.048	-2.62
Q96RE7	NACC1_HUMAN	Nucleus accumbens-associated protein 1 OS=Homo sapiens OX=9606 GN=NACC1 PE=1 SV=1	NACC1	5	8.68	8.47	8.82	8.86	8.6	8.22	7.75	7.54	0.51	8.414721929	3.24	0.0057	0.05	-2.66
P32119	PRDX2_HUMAN	Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5	PRDX2	10	12.7	12.97	11.73	12.16	12.34	11.9	12.77	12.09	-0.6	12.30683037	-3.23	0.0058	0.051	-2.68
Q9ULX6	AKP8L_HUMAN	A-kinase anchor protein 8-like OS=Homo sapiens OX=9606 GN=AKAP8L PE=1 SV=3	AKAP8L	5	7.55	7.58	7.76	8.18	7.98	7.54	7.5	7.06	0.44	7.664413922	3.21	0.006	0.053	-2.72
Q8NFD5	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B OS=Homo sapiens OX=9606 GN=ARID1B PE=1 SV=2	ARID1B	6	8.46	8.19	9.05	8.79	9.73	9.96	9.6	9.68	0.4	9.160889178	3.21	0.006	0.053	-2.73
O75376	NCOR1_HUMAN	Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2	NCOR1	3	6.32	6.36	6.9	6.87	6.66	6.01	5.98	5.62	0.54	6.291434458	3.18	0.0064	0.055	-2.79
P62258	1433E_HUMAN	14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1	YWHAE	7	8.75	8.76	9.37	9.03	9.12	9.23	8.88	9.06	0.32	8.99655868	3.18	0.0064	0.055	-2.79
Q15019	SEPT2_HUMAN	Septin-2 OS=Homo sapiens OX=9606 GN=SEPT2 PE=1 SV=1	Sep-02	12	10.9	10.77	10.27	10.3	10.79	10.58	11.03	10.68	-0.36	10.68054715	-3.18	0.0064	0.055	-2.79
Q06203	PUR1_HUMAN	Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1	PPAT	2	7.9	8.24	7.25	7.2	7.4	7.15	7.75	7.3	-0.54	7.488012878	-3.17	0.0065	0.056	-2.8
Q06830	PRDX1_HUMAN	Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	PRDX1	12	12.76	12.97	11.79	12.12	12.01	11.79	12.47	11.88	-0.59	12.23225792	-3.17	0.0066	0.056	-2.81
Q8IX04	UEVLD_HUMAN	Ubiquitin-conjugating enzyme E2 variant 3 OS=Homo sapiens OX=9606 GN=UEVLD PE=1 SV=2	UEVLD	25	13.35	13.56	12.39	12.68	12.78	12.55	13.35	12.62	-0.62	12.87524359	-3.16	0.0067	0.057	-2.83
Q96DH6	MSI2H_HUMAN	RNA-binding protein Musashi homolog 2 OS=Homo sapiens OX=9606 GN=MSI2 PE=1 SV=1	MSI2	3	9.55	9.74	8.46	9.12	8.31	8.2	8.74	8.23	-0.55	8.767551254	-3.16	0.0067	0.057	-2.83
P08133	ANXA6_HUMAN	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	ANXA6	4	9.1	8.79	8.43	8.49	7.75	8.01	8.05	8.18	-0.36	8.298940511	-3.15	0.0068	0.057	-2.85
O43396	TXNL1_HUMAN	Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3	TXNL1	2	8.26	8.61	7.97	8.12	7.56	7.68	7.79	7.83	-0.29	7.972037836	-3.14	0.0069	0.058	-2.86
Q92878	RAD50_HUMAN	DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1	RAD50	5	8.68	8.76	7.69	8.1	7.45	7.26	7.76	7.26	-0.49	7.83787999	-3.14	0.007	0.058	-2.86
